form	lemma	POS	morph
fait	faire	VERcjg	|MODE=ind||TEMPS=pst||PERS.=3||NOMB.=s|
porter	porter	VERinf	MORPH=empty
l’	le	DETdef	|NOMB.=s||GENRE=m||CAS=r|
arbre	arbre	NOMcom	|NOMB.=s||GENRE=m||CAS=r|
novel	novel	ADJqua	|NOMB.=s||GENRE=m||CAS=r||DEGRE=p|
fruit	fruit	NOMcom	|NOMB.=s||GENRE=m||CAS=r||DEGRE=p|
chacun	chascun	PROind	|NOMB.=s||GENRE=m||CAS=r|
an	on	PROind	MORPH=empty
Puet	pöoir	VERcjg	|MODE=ind||TEMPS=pst||PERS.=3||NOMB.=s|
bien	bien1	ADVgen	DEGRE=p
le	le	DETdef	|NOMB.=s||GENRE=m||CAS=r|
mort	mort	NOMcom	|NOMB.=s||GENRE=m||CAS=r|
revivre	revivrer	VERinf	MORPH=empty
sanz	sans	PRE	MORPH=empty
peinne	peine	NOMcom	|NOMB.=s||GENRE=f||CAS=r|
et	et	CONcoo	MORPH=empty
sanz	sans	PRE	MORPH=empty
anhan	anhan	NOMcom	|NOMB.=s||GENRE=m||CAS=r|
.	.	PONfrt	MORPH=empty
Qui	qui	PROrel	|NOMB.=s||GENRE=m||CAS=n|
penseroit	penser	VERcjg	|MODE=con||PERS.=3||NOMB.=s|
parfont	parfont	ADVgen	|NOMB.=s||DEGRE=-|
au	a3+le	PRE.DETdef	|NOMB.=s||GENRE=m||CAS=r|
oevres	uevre	NOMcom	|NOMB.=p||GENRE=f||CAS=r|
Jhesu	jhesu	NOMpro	|NOMB.=s||GENRE=m||CAS=r|
Cist	cest	PROdem	|NOMB.=s||GENRE=m||CAS=r|
Qui	qui	PROrel	|NOMB.=p||GENRE=m||CAS=n|
ciel	ciel	NOMcom	|NOMB.=s||GENRE=m||CAS=r|
et	et	CONcoo	MORPH=empty
terre	terre	NOMcom	|NOMB.=s||GENRE=f||CAS=r|
et	et	CONcoo	MORPH=empty
mer	mer	NOMcom	|NOMB.=s||GENRE=f||CAS=r|
et	et	CONcoo	MORPH=empty
toutes	tot	DETind	|NOMB.=p||GENRE=f||CAS=r|
choses	chose	NOMcom	|NOMB.=p||GENRE=f||CAS=r|
fist	faire	VERcjg	|MODE=ind||TEMPS=psp||PERS.=3||NOMB.=s|
Cele	cel	DETdem	|NOMB.=s||GENRE=f||CAS=r|
herbe	erbe	NOMcom	|NOMB.=s||GENRE=f||CAS=r|
et	et	CONcoo	MORPH=empty
cele	cel	DETdem	|NOMB.=s||GENRE=f||CAS=r|
fuele	fueille	NOMcom	|NOMB.=s||GENRE=f||CAS=r|
qui	qui	PROrel	|NOMB.=s||GENRE=f||CAS=n|
muert	morir	VERcjg	|MODE=ind||TEMPS=pst||PERS.=3||NOMB.=s|
et	et	CONcoo	MORPH=empty
reverdist	revenir	VERcjg	|MODE=ind||TEMPS=ipf||PERS.=3||NOMB.=s|
Je	je	PROper	|PERS.=1||NOMB.=s||GENRE=m||CAS=n|
ne	ne1	ADVneg	MORPH=empty
cuit	cuidier1	VERcjg	|MODE=ind||TEMPS=pst||PERS.=1||NOMB.=s|
ne	ne2	CONcoo	MORPH=empty
ne	ne1	ADVneg	MORPH=empty
croi	croire	VERcjg	|MODE=ind||TEMPS=pst||PERS.=1||NOMB.=s|
que	que4	CONsub	MORPH=empty
bougres	borgue	NOMcom	|NOMB.=s||GENRE=m||CAS=n|
devenist	devenir	VERcjg	|MODE=sub||TEMPS=ipf||PERS.=3||NOMB.=s|
.	.	PONfrt	MORPH=empty
Il	il	PROimp	|PERS.=3||NOMB.=s||GENRE=m||CAS=n|
n’	ne1	ADVneg	MORPH=empty
a	avoir	VERcjg	|MODE=ind||TEMPS=pst||PERS.=3||NOMB.=s|
angles	angle	NOMcom	|NOMB.=s||GENRE=m||CAS=r|
n’	ne2	CONcoo	MORPH=empty
archangle	archangele	NOMcom	|NOMB.=s||GENRE=m||CAS=r|
ne	ne2	CONcoo	MORPH=empty
seint	saint	ADJqua	|NOMB.=s||GENRE=m||CAS=r||DEGRE=p|
en	en1	PRE	MORPH=empty
Paradis	paradis	NOMcom	|NOMB.=s||GENRE=m||CAS=r|
Tant	tant	DETind	DEGRE=-
voie	voie	NOMcom	NOMB.=s
sovent	sovent	ADVgen	DEGRE=-
Dieu	dieu	NOMpro	|NOMB.=s||GENRE=m||CAS=r|
de	de	PRE	MORPH=empty
tant	tant	ADVgen	DEGRE=-
soit	estre1	VERcjg	|MODE=sub||TEMPS=pst||PERS.=3||NOMB.=s|
ses	son4	DETpos	|PERS.=3||NOMB.=s||GENRE=m||CAS=r|
enmis	enmi	NOMcom	|NOMB.=s||GENRE=m||CAS=r|
Qui	qui	PROrel	|NOMB.=s||GENRE=m||CAS=n|
sache	savoir	VERcjg	|MODE=ind||TEMPS=pst||PERS.=3||NOMB.=s|
le	le	DETdef	|NOMB.=s||GENRE=m||CAS=r|
milliesme	milier	NOMcom	|NOMB.=s||GENRE=m||CAS=r|
com	come1	CONsub	MORPH=empty
Diex	dieu	NOMpro	|NOMB.=s||GENRE=m||CAS=n|
est	estre1	VERcjg	|MODE=ind||TEMPS=pst||PERS.=3||NOMB.=s|
poetis	pöestëif	ADJqua	|NOMB.=s||GENRE=m||CAS=n||DEGRE=p|
.	.	PONfrt	MORPH=empty
Tenons	tenir1	VERcjg	|MODE=imp||PERS.=1||NOMB.=p|
nos	nos1	PROper	|PERS.=1||NOMB.=p||GENRE=m||CAS=i|
en	en2	PROadv	MORPH=empty
atant	atant	ADVgen	MORPH=empty
com	come1	CONsub	MORPH=empty
Diex	dieu	NOMpro	|NOMB.=s||GENRE=m||CAS=n|
nos	nos1	PROper	|PERS.=1||NOMB.=p||GENRE=m||CAS=i|
a	avoir	VERcjg	|MODE=ind||TEMPS=pst||PERS.=3||NOMB.=s|
apris	aprendre	VERppe	|NOMB.=s||GENRE=m||CAS=r|
.	.	PONfrt	MORPH=empty
Il	il	PROper	|PERS.=3||NOMB.=s||GENRE=m||CAS=n|
n’	ne1	ADVneg	MORPH=empty
i	i2	PROadv	MORPH=empty
a	avoir	VERcjg	|MODE=ind||TEMPS=pst||PERS.=3||NOMB.=s|
seintuaire	seignorie	NOMcom	|NOMB.=s||GENRE=m||CAS=r|
ne	ne2	CONcoo	MORPH=empty
si	si	ADVgen	DEGRE=-
dur	dur	ADJqua	|NOMB.=s||GENRE=m||CAS=n||DEGRE=p|
ossement	ossement	NOMcom	|NOMB.=s||GENRE=m||CAS=r|
Tant	tant	ADVgen	DEGRE=-
soit	estre1	VERcjg	|MODE=sub||TEMPS=pst||PERS.=3||NOMB.=s|
ore	or4	ADVgen	DEGRE=-
gardez	garder	VERcjg	|PERS.=2||NOMB.=p|
en	en1	PRE	MORPH=empty
or	or1	NOMcom	|NOMB.=s||GENRE=m||CAS=r|
ou	o3	CONcoo	MORPH=empty
en	en1	PRE	MORPH=empty
argent	argent	NOMcom	|NOMB.=s||GENRE=m||CAS=r|
Que	que4	CONsub	GENRE=m
trestouz	trestot	PROind	|GENRE=m||CAS=n|
ne	ne1	ADVneg	MORPH=empty
porrisse	porrir	VERcjg	|MODE=sub||TEMPS=ipf||PERS.=3||NOMB.=s|
et	et	CONcoo	MORPH=empty
deviengne	devenir	VERcjg	|MODE=sub||TEMPS=pst||PERS.=3||NOMB.=s|
a	a3	PRE	MORPH=empty
noient	nïent	NOMcom	|NOMB.=s||CAS=r|
Et	et	CONcoo	MORPH=empty
tuit	tot	PROind	|NOMB.=p||GENRE=m||CAS=n|
rasambleront	rassembler	VERcjg	|MODE=ind||TEMPS=fut||PERS.=3||NOMB.=p|
au	a3+le	PRE.DETdef	|NOMB.=s||GENRE=m||CAS=r|
jor	jor	NOMcom	|NOMB.=s||GENRE=m||CAS=r|
dou	de+le	PRE.DETdef	|NOMB.=s||GENRE=m||CAS=r|
Jugement	jugement	NOMcom	|NOMB.=s||GENRE=m||CAS=r|
.	.	PONfrt	MORPH=empty
N’	ne1	ADVneg	MORPH=empty
i	i2	PROadv	MORPH=empty
avra	avoir	VERcjg	|MODE=ind||TEMPS=fut||PERS.=3||NOMB.=s|
point	point	ADVneg	MORPH=empty
de	de	PRE	MORPH=empty
plait	plait	NOMcom	|NOMB.=s||GENRE=m||CAS=r|
ne	ne2	CONcoo	MORPH=empty
point	point	ADVneg	NOMB.=s
d’	de	PRE	MORPH=empty
alognement	alogement	NOMcom	|GENRE=m||CAS=r||DEGRE=-|
Ainz	ainz	ADVgen	DEGRE=-
en	en2	PROadv	MORPH=empty
iront	aler	VERcjg	|MODE=ind||TEMPS=fut||PERS.=3||NOMB.=p|
trestuit	trestot	PROind	|NOMB.=p||GENRE=m||CAS=n|
a	a3	PRE	MORPH=empty
celui	cel	DETdem	|NOMB.=s||GENRE=m||CAS=i|
paiement	paiement	NOMcom	|NOMB.=s||GENRE=m||CAS=r|
.	.	PONfrt	MORPH=empty
Or	or4	ADVgen	DEGRE=-
prions	priier	VERcjg	|MODE=ind||TEMPS=pst||PERS.=1||NOMB.=p|
Jhesu	jhesu	NOMpro	|NOMB.=s||GENRE=m||CAS=r|
Crist	crist	NOMpro	|NOMB.=s||GENRE=m||CAS=r|
qui	qui	PROrel	|NOMB.=s||GENRE=m||CAS=n|
fist	faire	VERcjg	|MODE=ind||TEMPS=psp||PERS.=3||NOMB.=s|
le	le	DETdef	|NOMB.=s||GENRE=m||CAS=r|
firmament	fimerme	NOMcom	|NOMB.=s||GENRE=m|
Et	et	CONcoo	MORPH=empty
qui	qui	PROrel	|NOMB.=s||GENRE=m||CAS=n|
fist	faire	VERcjg	|MODE=ind||TEMPS=psp||PERS.=3||NOMB.=s|
ciel	ciel	NOMcom	|NOMB.=s||GENRE=m||CAS=r|
et	et	CONcoo	MORPH=empty
terre	terre	NOMcom	|NOMB.=s||GENRE=f||CAS=r|
et	et	CONcoo	MORPH=empty
la	le	DETdef	|NOMB.=s||GENRE=f||CAS=r|
mer	mer	NOMcom	|NOMB.=s||GENRE=f||CAS=r|
ausement	ausement	ADVgen	DEGRE=-
Nos	nostre	DETpos	|PERS.=1||NOMB.=p||GENRE=m||CAS=r|
cors	cors1	NOMcom	|NOMB.=p||GENRE=m||CAS=r|
deservent	deservir	VERcjg	|MODE=ind||TEMPS=pst||PERS.=3||NOMB.=p|
ou	en1+le	PRE.DETdef	|NOMB.=s||GENRE=m||CAS=r|
siecle	siecle	NOMcom	|NOMB.=s||GENRE=m||CAS=r|
si	si	ADVgen	DEGRE=-
vrai	verai	ADJqua	|MODE=ind||PERS.=1||NOMB.=s||DEGRE=p|
definement	definement	NOMcom	DEGRE=-
L’	le	DETdef	|NOMB.=s||GENRE=f||CAS=r|
arme	ame	NOMcom	|NOMB.=s||GENRE=f||CAS=r|
n’	ne1	ADVneg	MORPH=empty
en	en2	PROadv	MORPH=empty
soit	estre1	VERcjg	|MODE=sub||TEMPS=pst||PERS.=3||NOMB.=s|
dampnee	damner	VERppe	|NOMB.=s||GENRE=f||CAS=r|
au	a3+le	PRE.DETdef	|NOMB.=s||GENRE=m||CAS=r|
Jor	jor	NOMcom	|NOMB.=s||GENRE=m||CAS=r|
dou	de+le	PRE.DETdef	|NOMB.=s||GENRE=m||CAS=r|
Jugement	jugement	NOMcom	|NOMB.=s||GENRE=m||CAS=r|
.	.	PONfrt	MORPH=empty
Et	et	CONcoo	MORPH=empty
ce	ce2	DETdem	|NOMB.=s||GENRE=n||CAS=r|
proion	priier	VERcjg	|MODE=ind||PERS.=1||NOMB.=s|
la	le	DETdef	|NOMB.=s||GENRE=f||CAS=r|
Vierge	vierge	NOMcom	|NOMB.=s||GENRE=f||CAS=r|
que	que2	PROrel	|NOMB.=s||CAS=r|
Diex	dieu	NOMpro	|NOMB.=s||GENRE=m||CAS=n|
fist	faire	VERcjg	|MODE=ind||TEMPS=psp||PERS.=3||NOMB.=s|
par	par	PRE	MORPH=empty
sa	son4	DETpos	|PERS.=3||NOMB.=s||GENRE=f||CAS=r|
grace	grace	NOMcom	|NOMB.=s||GENRE=f||CAS=r|
Qu’	que4	CONsub	|NOMB.=s||GENRE=f||CAS=r|
el	il	PROper	|PERS.=3||NOMB.=s||GENRE=m||CAS=r|
deprit	depriier	VERcjg	|MODE=ind||TEMPS=pst||PERS.=3||NOMB.=s|
son	son4	DETpos	|PERS.=3||NOMB.=s||GENRE=m||CAS=r|
chief	chief1	NOMcom	|NOMB.=s||GENRE=m||CAS=r|
fil	fil2	NOMcom	|NOMB.=s||GENRE=m||CAS=r|
verai	verai	ADJqua	|NOMB.=s||GENRE=m||CAS=r||DEGRE=p|
pardon	pardon	NOMcom	|NOMB.=s||GENRE=m||CAS=r|
nous	nos1	PROper	|PERS.=1||NOMB.=p||GENRE=m||CAS=i|
face	faire	VERcjg	|MODE=sub||TEMPS=pst||PERS.=3||NOMB.=s|
Et	et	CONcoo	MORPH=empty
que	que4	CONsub	MORPH=empty
en	en1	PRE	MORPH=empty
Paradis	paradis	NOMcom	|NOMB.=s||GENRE=m||CAS=r|
voion	vëoir	VERcjg	|MODE=sub||TEMPS=pst||PERS.=1||NOMB.=s|
Diu	dieu	NOMpro	|NOMB.=s||GENRE=m||CAS=r|
face	face	NOMcom	|NOMB.=s||GENRE=f|
a	a3	PRE	MORPH=empty
face	face	NOMcom	|NOMB.=s||GENRE=f||CAS=r|
Amen	amen	NOMcom	MORPH=empty
en	en2	PROadv	MORPH=empty
dites	dire	VERcjg	|NOMB.=p||GENRE=f|
tous	tot	DETind	|NOMB.=p||GENRE=m||CAS=r|
,	,	PONfbl	MORPH=empty
Diex	dieu	NOMpro	|NOMB.=s||GENRE=m||CAS=n|
l’	il	PROper	|PERS.=3||NOMB.=s||GENRE=m||CAS=r|
otroit	otroiier	VERcjg	|MODE=ind||PERS.=3||NOMB.=s|
par	par	PRE	MORPH=empty
sa	son4	DETpos	|PERS.=3||NOMB.=s||GENRE=f||CAS=r|
grace	grace	NOMcom	|NOMB.=s||GENRE=f||CAS=r|
.	.	PONfrt	MORPH=empty
Explicit	esplicier	VERcjg	|MODE=ind||TEMPS=ipf||PERS.=3||NOMB.=s|
la	le	DETdef	|NOMB.=s||GENRE=f||CAS=r|
Chantepleure	chantel	NOMcom	|NOMB.=s||GENRE=f||CAS=r|
.	.	PONfrt	MORPH=empty
